"UID","taxon","genus","species","type","year","latitude","longitude","locality","collector","issues"
"370295662","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.21002,-79.75885,"Miller Rd, Ripley, NY, US","devinb1126","cdc"
"370325148","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.767131,-80.659709,"Hillsville, VA 24343, USA","dande","cdc,cdround"
"370561882","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.227098,-73.74563,"NY-23B, Red Mills, NY, US","bugstyl","cdc,cdround"
"370655315","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.707093,-83.915328,"Lumpkin County, US-GA, US","Blake Pagnier","cdc,cdround"
"370664193","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.840479,-84.332442,"Whitley County, US-KY, US","putterdog","cdc,cdround"
"371267502","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,43.050949,-76.420884,"Onondaga County, NY, USA","David DuBois","cdc,cdround"
"371320348","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.585149,-79.0497,"Barton, MD 21521, USA","Roy Boyle","cdc"
"371508123","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.341408,-81.589499,"Ohio, US","botany08","cdc,cdround"
"372073127","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.705629,-83.915665,"Lumpkin County, GA, USA","Jared Gorrell","cdc,cdround"
"372170675","Magnolia acuminata var. acuminata","Magnolia","acuminata","H",2023,36.662542,-83.559114,"Miracle, KY 40856, USA","Alaina Krakowiak","cdc,cdround"
"372434985","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.660065,-83.434432,"Ewing, VA 24248, USA","Robert Langellier","cdc,cdround"
"372489187","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.678008,-82.807883,"Clarks Cove Rd, Leicester, NC, US","atripp","cdc,cdround"
"372760730","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.332631,-81.695243,"Ohio, US","Summit Metro Parks","cdc,cdround"
"372820882","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.428986,-81.183105,"Laurel Springs","rdell","cdc,cdround"
"373000896","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.245441,-76.290001,"New York, US","graecefrog","cdc,cdround"
"373130802","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.352777,-81.613043,"Charleston, WV, US","Rodney Haynes","cdc,cdround"
"373197802","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.382497,-76.677728,"Newfield, NY, US","spiker","cdc,cdround"
"373213144","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.627445,-79.152009,"W Shale Rd, Grantsville, MD, US","Robert Ferraro","cdc,cdround"
"373275990","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.264767,-81.845213,"Brunswick, OH, US","Timothy Frey","cdc,cdround"
"373322474","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.804158,-82.346528,"Pisgah National Forest, Barnardsville, NC, US","Scott Morris","cdc"
"373474823","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.835338,-80.346655,"Floyd, VA, US","stephmaniaci","cdc,cdround"
"373704891","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.363246,-79.233012,"Garrett County, US-MD, US","bbuzas","cdc,cdround"
"373704030","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.184137,-80.252732,"Pocahontas County, US-WV, US","joannerhutton","cdc,cdround"
"373711781","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.79385,-80.468461,"Floyd County, VA, USA","sblumen","cdc,cdround"
"373909947","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.646008,-79.136344,"W Shale Rd, Grantsville, MD, US","Ashley M Bradford","cdc,cdround"
"373947503","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.646453,-79.137528,"Grantsville, MD, US","Ashley M Bradford","cdc,cdround"
"374101648","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.463128,-81.525859,"Ohio, US","Mike Benard","cdc,cdround"
"374147252","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.770531,-79.166527,"United States","johnbotany","cdc,cdround"
"374366800","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.647305,-79.139769,"Grantsville, MD, US","Ashley M Bradford","cdc,cdround"
"374380826","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.143744,-81.63359,"Blowing Rock, NC 28605, USA","Kevin Hudson","cdc,cdround"
"374535788","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.59425,-79.179742,"Big Run Rd, Grantsville, MD, US","Ashley M Bradford","cdc,cdround"
"397950853","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.810163,-78.715128,"Raleigh, NC 27607, USA","levimadn","cdc,cdround"
"375085397","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.018204,-80.721269,"Kyle Woods State Nature Preserve, Canfield, OH, US","lunaofthewoods","cdc,cdround"
"375462335","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.576122,-79.203087,"Grantsville, MD, US","Ashley M Bradford","cdc,cdround"
"375885266","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.670593,-79.321877,"Accident","coveoriole","cdc,cdround"
"375916812","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.721058,-82.415211,"Buncombe County, US-NC, US","Jane Margaret Bell","cdc,cdround"
"376103088","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.781738,-75.292612,"Belfast Rd, Nazareth, PA, US","stephenkloiber","cdc,cdround"
"376206528","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.120433,-79.175112,"Boswell, PA, US","Yianni Laskaris","cdc,cdround"
"377702560","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.411988,-81.416026,"Bentleyville, OH, USA","Martin J. Calabrese","cdc"
"376271371","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.71363,-78.912347,"Frostburg, MD, US","bluejacket01","cdc,cdround"
"376312180","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.024947,-75.204545,"Hermit St, Philadelphia, PA, US","paul_dennehy","cdc,cdround"
"376318346","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.710279,-79.1496,"United States","Sharon Forsyth","cdc,cdround"
"376525457","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.63314,-79.154849,"United States","Josh Emm","cdc,cdround"
"376528053","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.085003,-81.846251,"2050 Blowing Rock Hwy, Linville, NC 28646, USA","Lori A Owenby","cdc,cdround"
"376874389","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.581217,-81.443582,"Dover Township, OH, USA","Zachary Justus","cdc,cdround"
"376649668","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.337147,-81.845895,"Mill Stream Run Reservation, Strongsville, OH, US","wilywoman","cdc,cdround"
"376810447","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.698363,-78.941833,"Frostburg, MD, US","Ashley M Bradford","cdc,cdround"
"377099990","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.483376,-82.19048,"Rumbling Bald on Lake Lure, Lake Lure, NC, US","cookiewithat","cdc,cdround"
"377553708","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.513138,-82.605988,"Bays Mountain Park, Kingsport, TN, US","caseSensitive Photos - Jay Huron","cdc,cdround"
"377608835","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.086308,-81.841863,"Grandfather Mountain","Annkatrin Rose","cdc,cdround"
"377766657","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,43.047956,-75.406228,"Clinton, NY, US","Lythronax246","cdc,cdround"
"377801453","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.651761,-78.452666,"Allegany County, MD, USA","forestseasons","cdc,cdround"
"378609532","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.295922,-82.783486,"Brevard, NC 28712, USA","Billy Gottenstrater","cdc,cdround"
"378540048","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.378458,-80.15633,"Roanoke County, VA, USA","forestseasons","cdc,cdround"
"378838243","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.54347,-79.080558,"Westernport Rd, Westernport, MD, US","Frode Jacobsen","cdc,cdround"
"379202497","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.920805,-90.226578,"Godfrey, IL, US","sammyd_","cdc,cdround"
"379257602","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.140172,-79.262505,"Rector, PA, US","Andrea Kautz","cdc,cdround"
"379994155","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.359803,-80.532772,"Newport, VA 24128, USA","Matthew Smith","cdc,cdround"
"380248768","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.057451,-93.261811,"Harrison, AR 72601, USA","robboo","cdc,cdround"
"380526957","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.597605,-81.348454,"Chapin Forest Reservation, Kirtland, OH, US","Josh Davidson","cdc,cdround"
"380570092","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.288791,-83.268185,"Bean Station, TN, US","pinus_taeda","cdc,cdround"
"380624889","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.054378,-72.265097,"Monson Rd, Monson, MA, US","TG","cdc,cdround"
"380710775","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.353611,-83.936667,"Graham County, NC, USA","swafford","cdc,cdround"
"380767672","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.999705,-78.317345,"Pointer Rd, Everett, PA, US","iangardner","cdc"
"380906396","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.654572,-83.581955,"Sevier County, Great Smoky Mountains National Park, US-TN, US","John DiDiego","cdc,cdround"
"381198302","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.963856,-80.113807,"Butler County, PA, USA","Theo Rickert","cdc,cdround"
"381244267","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.62513,-79.174645,"Water St, Indiana, PA, US","sunflowerchickadee","cdc"
"381420384","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.008406,-79.078083,"Somerset","forageremmie","cdc,cdround"
"381651145","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.23875,-85.700706,"Cherokee Park, Louisville, KY, US","colarcobeb98","cdc,cdround"
"387045563","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,34.705678,-83.915413,"US-19, Cleveland, GA, US","Jared Shorma","cdc,cdround"
"389367750","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.523261,-82.410716,"Charlotte Hwy, Fairview, NC, US","gertonhiker","cdc,cdround"
"434239467","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.415159,-81.457679,"Solon, OH 44139, USA","Chia aka Cory Chiappone","cdc,cdround"
"434270625","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.352183,-81.42473,"Solon, OH 44139, USA","Chia aka Cory Chiappone","cdc,cdround"
"441880900","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.157417,-81.3712,"Kent, OH, USA","Chia aka Cory Chiappone","cdc,cdround"
"381177634","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.285539,-80.419428,"Blacksburg, VA 24060, USA","crolann","cdc,cdround"
"381630437","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.154734,-83.581792,"Macon County, NC, USA","David Burke Vandermast","cdc,cdround"
"382002980","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.333186,-83.340375,"Sylva, NC 28779, USA","portulaca","cdc,cdround"
"382087244","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,33.256134,-87.668541,"Tuscaloosa County, US-AL, US","bgreg0920","cdc,cdround"
"382091186","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.118801,-81.842415,"Linville","Gavin","cdc,cdround"
"382092646","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.355873,-79.404359,"Stockton, NY 14784, USA","Priscilla Titus","cdc,cdround"
"382098550","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.442159,-79.449527,"United States","Brady O'Brien","cdc,cdround"
"382171116","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.288738,-83.626062,"Kentucky, US","ridgerunner40972","cdc,cdround"
"382211926","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.561781,-81.42136,"North Chagrin Reservation (US-OH)","Erin Henson","cdc,cdround"
"382507533","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.282873,-81.206834,"Mantua Township, OH, USA","mabrigg1005","cdc,cdround"
"383113463","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.953842,-80.259133,"Monongahela National Forest, Renick, WV, US","traceclay","cdc,cdround"
"382798705","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.109642,-78.758629,"DuBois","john5309","cdc,cdround"
"383206409","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.349394,-82.77772,"Pisgah Forest, NC 28768, USA","nlboti","cdc,cdround"
"382977823","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.91582,-82.895002,"Harlan County, KY, USA","Sydney Penner","cdc,cdround"
"383215100","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,43.463889,-76.238025,"Academy St, Mexico, NY, US","jaychap","cdc,cdround"
"383263687","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.238199,-89.399317,"Illinois, US","abelkinser","cdc,cdround"
"383626215","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.360648,-79.240604,"United States","Brady O'Brien","cdc,cdround"
"384206674","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.966308,-80.125861,"Prospect, PA, US","Stephen Tirone","cdc,cdround"
"384225673","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.7149,-79.53653,"Monongahela National Forest, Riverton, WV, US","paul_dennehy","cdc"
"384306859","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.767399,-80.389172,"Simcoe, ON N3Y 4K1, Canada","xenomorphism","cdc,cdround"
"384367999","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.218883,-73.88437,"Glengary Ln, Croton-on-Hudson, NY, US","bugsGONEwild","cdc,cdround"
"384447273","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.87395,-75.67433,"Longwood Gardens, Kennett Square, PA, US","Jackie Anderson","cdc"
"384504658","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.562713,-81.423206,"North Chagrin Reservation (US-OH)","Erin Henson","cdc,cdround"
"384504722","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.567355,-81.418857,"North Chagrin Reservation (US-OH)","Erin Henson","cdc,cdround"
"384964763","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.698394,-78.941789,"Frostburg, MD, US","quintoreal","cdc,cdround"
"384967621","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.381137,-94.204092,"Downtown Bentonville, Bentonville, AR 72712, USA","fulghamlv","cdc,cdround"
"385636017","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.909713,-80.322778,"W Main St, Floyd, VA, US","jliverman","cdc,cdround"
"385772434","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.545322,-76.600205,"Taughannock Falls State Park, Trumansburg, NY, US","margiemick","cdc,cdround"
"385833181","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.449763,-78.865137,"Gowanda, NY, US","sschelble","cdc,cdround"
"395643639","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.34141,-81.725068,"Little Creek Park Rd, South Charleston, WV 25309, USA","yakfur","cdc,cdround"
"386395271","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.463149,-83.436275,"Bryson City, NC 28713, USA","Will Kuhn","cdc,cdround"
"386797717","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.206228,-89.221057,"Illinois, US","Christopher David Benda","cdc,cdround"
"386859807","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.291811,-78.582596,"Pavia Township, PA, USA","Nate Hartley","cdc,cdround"
"386881831","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.062449,-81.929371,"Ballash Rd, Medina, OH, US","nr_travis","cdc,cdround"
"387036699","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.956883,-80.243223,"Floyd, VA, US","skizzard","cdc,cdround"
"386988612","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.572362,-80.838498,"Ashtabula County, US-OH, US","tjreiter","cdc,cdround"
"387233537","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.989319,-82.540131,"Flag Pond","sechand","cdc,cdround"
"395292814","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.101745,-72.330742,"Monson, MA, US","Dan Wilder","cdc,cdround"
"387677651","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.274369,-79.488183,"Clarion County, PA, USA","Chuck Williams","cdc,cdround"
"387726401","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.993415,-82.110246,"Spencer Rd, West Salem, OH, US","neupoo","cdc,cdround"
"388072986","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.355915,-82.010853,"North Carolina, US","White Oak Creek Wildlife Management Area","cdc,cdround"
"388106848","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.266292,-78.664463,"Pennsylvania, US","theyeti","cdc,cdround"
"388149400","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.085728,-83.133505,"Nantahala National Forest, Highlands, NC, US","jtuttle","cdc,cdround"
"388154176","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.353967,-83.937447,"Nantahala National Forest, Robbinsville, NC, US","jtuttle","cdc,cdround"
"388251814","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.820998,-81.096709,"Washington Township, OH, USA","azornoutdoors","cdc,cdround"
"388500566","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.54302,-81.469681,"Highland Heights Community Park (US-OH)","Erin Henson","cdc,cdround"
"388679682","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.521129,-80.473853,"Georgetown, PA 15043, USA","Joe Franckiewicz","cdc"
"388685852","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.52062,-80.474128,"Georgetown, PA, US","christianas","cdc,cdround"
"388715959","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.9133,-81.135231,"Mount Hope","knconnelly","cdc,cdround"
"391816949","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.287325,-79.149486,"Sanford Rd, Cherry Creek, NY, US","agernst64","cdc,cdround"
"388729106","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.57665,-80.180642,"Bell Acres, PA, US","rich_jurena","cdc,cdround"
"388862516","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.417301,-81.414358,"South Chagrin Reservation (US-OH)","Erin Henson","cdc,cdround"
"388862604","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.41917,-81.413722,"South Chagrin Reservation (US-OH)","Erin Henson","cdc,cdround"
"389455948","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,38.103387,-80.269236,"West Virginia, US","Kyle Aldinger","cdc,cdround"
"390009350","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.513458,-83.305656,"Swain County, Great Smoky Mountains National Park, US-NC, US","aaronbuffington","cdc,cdround"
"390293502","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.816866,-83.658026,"Rosslyn, KY 40380, USA","James Ojascastro","cdc,cdround"
"390346275","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.073742,-82.069187,"Pisgah National Forest, Newland, NC, US","Brandon Wheeler","cdc,cdround"
"390567818","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.41037,-81.413467,"Bentleyville","tanneradventure","cdc,cdround"
"390710227","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.767481,-80.389321,"Walsh Baptist Cemetery, Norfolk County, ON, CA","Dan MacNeal","cdc,cdround"
"390986988","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.259064,-76.936302,"Ellicott City","rayglennon","cdc,cdround"
"391316409","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.568122,-81.424154,"North Chagrin Nature Center, Mayfield, OH, US","Josh Davidson","cdc,cdround"
"391452494","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.297282,-79.599763,"Hardscrabble Rd, Westfield, NY, US","Aaron Sidder","cdc,cdround"
"391705529","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.641353,-80.991525,"Galax, VA, US","Beth","cdc,cdround"
"391818738","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.015627,-79.903615,"Franklin County, VA, USA","Matt Schultz","cdc,cdround"
"391818739","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.015627,-79.903615,"Franklin County, VA, USA","Matt Schultz","cdc,cdround"
"391822197","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,37.01716,-79.896502,"Franklin County, VA, USA","Matt Schultz","cdc,cdround"
"392584591","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.957687,-93.407037,"Buffalo National River, Pettigrew, AR, US","Caleb Helsel","cdc,cdround"
"393304848","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.14344,-82.290917,"Unicoi County, TN, USA","Zach Irick","cdc,cdround"
"394894127","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.100518,-72.327664,"Monson, MA, US","ebbbbbbbbbbt","cdc,cdround"
"398918433","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.266758,-78.106986,"Allegany County, NY, USA","hazel_jade","cdc,cdround"
"399525826","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.864221,-81.95179,"Washington County, VA, USA","Siddarth Machado","cdc,cdround"
"400319324","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.313822,-79.919266,"Polk, PA, US","kcampbell0613","cdc,cdround"
"407869724","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.757907,-80.261978,"Haldimand-Norfolk, Ontario, Canada","Desmond MacNeal","cdc,cdround"
"409135709","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.702106,-78.751548,"Orchard Park, NY, USA","Bob Schwartz","cdc,cdround"
"423312441","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.698482,-78.938627,"Midland, MD 21532, USA","timorous_worm","cdc,cdround"
"392508914","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.826712,-82.220688,"Pisgah National Forest, Burnsville, NC, US","dancingbird99","cdc,cdround"
"393170604","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.412385,-81.967292,"Bradley Woods Reservation, Westlake, OH, US","Jen Brumfield","cdc,cdround"
"393317933","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.318034,-80.891631,"Trumbull County, OH, USA","Greg Cudworth","cdc,cdround"
"393565782","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.257885,-81.340987,"Ohio, US","Summit Metro Parks","cdc,cdround"
"393883525","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.252164,-73.658726,"John Jay Homestead State Historic Site, Katonah, NY, US","Molly Hickey","cdc,cdround"
"393971430","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.052862,-80.164853,"Equestrian Dr, Erie, PA, US","colson21","cdc,cdround"
"393999096","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.521881,-79.342644,"Oakland","hixen47","cdc,cdround"
"394021130","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.852755,-78.969475,"Allegheny National Forest, Warren, PA, US","chloect","cdc,cdround"
"394368779","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.128017,-81.498952,"Salt Fork State Park, Kimbolton, OH, US","klips","cdc,cdround"
"395203169","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,36.033478,-81.065054,"Wilkes County, NC, USA","Robert Russo","cdc,cdround"
"395434992","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.360967,-76.671325,"Newfield, NY, US","spiker","cdc,cdround"
"395548162","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.241547,-79.584075,"Westfield, NY, US","ehmooney","cdc,cdround"
"395596531","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.998603,-80.429742,"Holliday Rd, East Springfield, PA, US","Koa Reitz","cdc,cdround"
"396108655","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.218972,-73.884497,"Glengary Ln, Croton-on-Hudson, NY, US","bugsGONEwild","cdc,cdround"
"396250604","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.510318,-79.376956,"Lake Forest Dr, Oakland, MD, US","paytondeleva","cdc,cdround"
"396924961","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.31305,-76.501812,"Danby, NY, USA","peakaytea","cdc,cdround"
"397178062","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.313281,-76.497403,"Tompkins County, NY, USA","Pat Deacon","cdc,cdround"
"397222802","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.423613,-81.421616,"Miles Rd, Bentleyville, OH, US","holdenlukastaylor","cdc,cdround"
"397502995","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.509604,-79.284197,"Glen Acres Rd, Swanton, MD, US","aptvardzik","cdc,cdround"
"397461346","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.405107,-78.974694,"Seward, PA, US","annagypsy","cdc,cdround"
"402268439","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.826705,-82.22072,"Yancey County, US-NC, US","dancingbird99","cdc"
"397891979","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,42.313453,-76.500703,"Spencer, NY, US","Jacqueline Weber","cdc,cdround"
"398031878","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,41.090095,-81.431714,"Ohio, US","Summit Metro Parks","cdc,cdround"
"398138884","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,40.983147,-81.308571,"Hartville, OH 44632, USA","Todd Roland","cdc,cdround"
"398195396","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,35.095113,-86.035719,"Belvidere, TN 37306, USA","Helen A. Czech","cdc,cdround"
"398458951","Magnolia acuminata (L.) L.","Magnolia","acuminata","H",2023,39.663897,-78.914856,"Midland, MD 21532, USA","gjj","cdc,cdround"
